company_id,employee_count,follower_count,time_recorded
2213,39597,834892,1713557174
2217,56020,2308436,1713550716
2219,27927,636683,1713454704
2224,110901,444294,1713535847
2227,55837,1877920,1713536322
2230,8393,118260,1713493835
2238,75864,3197480,1713567488
2240,11834,783646,1713565055
2247,65972,1368257,1713474689
2251,25066,596887,1713475293
2252,26444,435658,1713562533
2266,5024,77294,1713237393
2271,136966,2675771,1713480463
2272,72654,1302026,1713562994
2276,20356,736107,1713474363
2279,46443,690607,1713565677
2282,11008,9751872,1712891257
2284,6054,145230,1713413576
2300,76057,604802,1713537056
2305,16415,386956,1713491923
2307,9366,1450984,1713556805
2311,227942,2447338,1713555347
2319,69185,1323763,1713556680
2327,57001,2266507,1713459451
2329,81687,4169579,1713481726
2340,30974,264327,1713563514
2371,39817,1000889,1713460917
2380,65863,873596,1713562725
2381,102647,450611,1713556008
2385,5528,218852,1713396645
2423,24538,749512,1713475293
2425,26073,709878,1713564120
2429,11020,469982,1712856632
2432,12856,513682,1712896400
2443,66472,1386792,1713460851
2445,35486,358975,1713565645
2449,128101,2051896,1713539379
2454,8981,704417,1713455350
2457,18990,642356,1713538401
2459,9009,159615,1713563363
2465,2614,200687,1712864198
2467,19910,210180,1713557052
2474,15270,111189,1712857534
2476,6248,90776,1713480463
2477,28071,892272,1713417523
2483,22383,265753,1713568109
2490,29427,565946,1713209919
2494,23952,1882056,1713493444
2496,30243,1449293,1713470835
2498,22142,938070,1713563272
2513,12991,82981,1713562533
2516,35793,703227,1713562533
2532,77486,463850,1713563603
2534,17328,766015,1713556866
2539,12772,262458,1713566189
2541,2457,48679,1713463273
2551,44117,1017414,1713455801
2562,44050,1073176,1713474528
2576,27251,492502,1713551569
2579,12868,323307,1713463478
2584,29874,632556,1713389159
2593,1387,125241,1713398871
2599,47227,1547342,1713540139
2604,23940,796797,1712859429
2609,2529,37729,1713213849
2610,10757,162335,1712348190
2612,3517,82866,1713237832
2622,51233,1730482,1713539462
2623,7059,65274,1713561614
2624,23348,630400,1712363736
2633,62774,2231315,1713556990
2640,50137,984794,1713562205
2641,5595,553788,1713495589
2646,427883,4085793,1713458979
2649,16728,284142,1713567488
2650,22342,549842,1713472068
2651,11219,76255,1713458443
2652,8151,46181,1713389935
2654,2005,40669,1713565645
2666,2922,58372,1713538677
2669,38580,1412403,1713396580
2677,358165,1858556,1713536322
2678,78274,2692489,1713539135
2690,5180,61765,1713474919
2691,31975,298859,1713539587
2701,40555,430841,1713565370
2709,22777,392174,1713480164
2722,14022,321376,1713461184
2723,29347,1037990,1713401292
2730,31268,192784,1713567923
2739,3849,61892,1713564698
2743,85416,2931792,1713565194
2748,27972,2343718,1713565370
2751,22722,705111,1713458577
2753,46008,1098673,1713470971
2775,101785,814203,1713568039
2776,4731,57048,1713471600
2785,2813,157402,1713481878
2786,1873,28506,1713479861
2790,1274,33489,1713459114
2802,14341,483670,1713461250
2819,3328,266859,1713462994
2822,23677,662709,1713564447
2828,3095,311361,1713461915
2835,53968,199614,1713561679
2841,8627,169347,1712858482
2842,19536,360464,1713566995
2844,7454,53113,1713464539
2848,42174,543642,1713514846
2859,10384,147379,1713565580
2865,10177,206331,1713565677
2868,16130,244642,1713391805
2869,2295,38651,1713462922
2882,8858,82562,1713463203
2889,19502,631630,1713449652
2895,15081,128671,1713459451
2896,19374,183069,1713566796
2897,2563,13905,1713502086
2905,67860,159897,1713556805
2911,96210,189192,1713483111
2913,4151,13782,1713492532
2915,4230,13161,1713492727
2918,1806,18001,1713502232
2931,5074,61258,1713566231
2934,37956,523019,1713472368
2941,1236,14132,1713464740
2953,9638,64013,1713554753
2958,3290,55409,1713554423
2960,2123,11886,1713463068
2978,3993,60600,1713459785
2980,10751,172274,1712902300
2981,33886,865939,1713286004
2984,5358,32358,1713498430
2986,3381,80662,1713533255
2988,24921,1976540,1713472595
2994,15268,145142,1713565645
2995,18072,449479,1713461385
2997,9013,254094,1713520720
3007,11993,881538,1712898519
3012,22462,155974,1713564054
3015,36238,1500210,1713566995
3019,30002,208256,1713561745
3027,11455,666618,1713288448
3028,20249,145595,1713472368
3029,10112,84961,1713459047
3032,17317,160139,1713237901
3039,7706,1075545,1713401860
3047,15532,388598,1713405998
3050,7263,1046631,1713415599
3055,77840,1482352,1713563061
3067,167474,5764527,1713449781
3072,55209,413385,1713564822
3076,3616,317780,1713532826
3081,93540,1499719,1713539220
3084,23480,617402,1713564543
3088,41564,396599,1713567269
3090,7613,303191,1713565370
3098,33615,1313005,1713501805
3100,34350,1090445,1712351014
3102,45277,923884,1713523413
3114,31089,164939,1713550716
3117,4562,322112,1713476637
3119,4107,42849,1713479678
3128,45882,663714,1713563923
3131,32815,2068823,1713407795
3135,15612,504939,1713450497
3137,15434,678419,1713563800
3139,91949,1134407,1713564605
3140,10633,161717,1713472448
3143,14916,46100,1713519724
3146,1052,21585,1712672713
3157,2493,189232,1713550911
3162,24744,692118,1713566526
3163,18997,145153,1713566657
3165,21266,484925,1713458509
3171,12020,88895,1713529813
3173,28171,594518,1713459384
3174,999,23796,1713474363
3175,14052,292601,1713453258
3178,87386,1824931,1713494487
3181,26874,477889,1713467554
3185,75503,5080312,1713563174
3192,3313,74529,1713480680
3196,16133,353731,1713475293
3214,10879,497775,1713563128
3222,29813,756157,1713477437
3225,3186,42986,1713466991
3235,42756,1765395,1713461250
3240,53064,213874,1713566657
3242,24019,369807,1713567269
3246,6734,114749,1713568558
3252,17167,95638,1713568109
3256,42262,106194,1713460118
3260,21455,411308,1713462381
3264,38785,210710,1713458912
3269,63601,1655269,1713551106
3282,42447,1262489,1713499399
3289,1664,21172,1713540540
3304,24445,1059571,1713458182
3316,18675,139153,1713207531
3321,19997,473514,1713408697
3330,16182,142485,1713520100
3334,17666,233789,1713459316
3335,24720,143064,1713239760
3339,2082,32820,1713393094
3342,10937,310468,1713493244
3364,38019,682083,1713458376
3379,43398,554041,1713562469
3382,19922,389500,1713556990
3384,29166,63660,1713552237
3386,4903,284486,1712349007
3392,14042,190039,1713465179
3398,3561,401372,1712897299
3402,82036,1235173,1713556008
3406,73146,306041,1713481344
3407,63971,210297,1713462449
3409,6393,251148,1713475444
3411,16968,207765,1713451800
3432,37645,282905,1713461452
3439,36441,1166374,1713462181
3441,7350,155294,1713522890
3450,23417,371731,1713477585
3460,37413,154522,1713563225
3462,4516,21959,1713460051
3469,28384,575344,1713476787
3475,44299,903613,1713470971
3476,9993,3581240,1713532214
3486,24090,7247793,1713532014
3488,13001,537425,1712656312
3493,7588,217756,1713481198
3496,3556,59881,1713460584
3498,46033,194660,1713492532
3522,9398,98563,1713476122
3523,19124,630727,1713414968
3524,12164,102831,1712367089
3528,16220,322689,1713496234
3534,74038,1593731,1713563362
3536,6834,532058,1713554555
3537,21425,588052,1713541228
3545,19548,1315170,1713479054
3549,17880,1205843,1713462181
3556,15342,487636,1713472143
3557,3048,33672,1713472218
3558,18606,437777,1713493116
3569,2935,49917,1713479472
3570,20075,301422,1713567619
3580,17238,222179,1713531609
3586,42495,865100,1713555941
3587,28,19275,1713476711
3589,84406,515517,1713552237
3595,11004,736905,1712659067
3608,29146,2425975,1712899287
3625,48994,831178,1713464406
3626,135820,661303,1713563923
3627,2834,43113,1712860279
3631,12509,116516,1713454776
3635,8553,128892,1713479739
3638,19916,473667,1713522163
3653,41144,992161,1713454561
3657,30213,743652,1712905776
3658,6653,44443,1713564822
3671,15959,199596,1713567045
3672,19894,217054,1713563128
3676,11554,278059,1713499075
3677,41867,240716,1713514846
3678,18572,184051,1712859291
3681,34534,924107,1713566875
3684,1056,321672,1713285038
3688,38447,282216,1713501622
3690,26450,599157,1713567045
3694,135800,272829,1713470458
3695,15130,209639,1713471600
3701,44074,868074,1713416095
3720,4714,132411,1713518961
3724,19354,1309295,1713460051
3727,56371,739545,1713463478
3741,16683,1541477,1713550391
3743,18264,261791,1713539553
3745,65590,1162441,1713555545
3748,60070,3649168,1713480240
3757,18883,359708,1713533255
3762,20081,180536,1713555743
3765,19617,543069,1713566126
3770,4097,71104,1713562859
3771,14348,343746,1713562859
3772,7765,266631,1713562004
3776,9403,425046,1713462049
3780,21783,577365,1713455673
3789,58803,1410375,1713554225
3796,4914,119054,1713563800
3818,37215,884248,1713237628
3831,27846,452733,1713563272
3845,14400,468879,1713479525
3848,10010,187860,1713237697
3854,11821,204564,1712857552
3858,5512,293327,1713541112
3859,2579,96636,1712366418
3863,20031,193353,1713565294
3866,9156,52710,1713408697
3871,27799,1429280,1713563336
3881,16538,290942,1713463941
3888,13861,88938,1713566287
3889,14731,194155,1713564698
3894,37283,620374,1713462847
3895,20611,177616,1713477510
3900,11289,182267,1713493177
3915,25267,618468,1713458710
3921,10976,162041,1713535120
3925,9405,336864,1713476198
3952,12654,23333,1712398815
3954,7931,331857,1713556743
3957,12076,443576,1713556680
3960,9472,220080,1713462181
3961,8099,971066,1713458777
3975,2256,441953,1713534004
3980,5876,147773,1712364413
3994,51449,932683,1713567488
3997,18472,148669,1713564294
3998,34671,1550066,1713460717
4013,7564,267082,1712895631
4019,9506,219522,1713474087
4025,68587,1635267,1712658767
4030,6646,385203,1713463941
4031,10457,300568,1713471531
4037,14109,202089,1713563843
4044,5027,152899,1713479601
4057,74708,1982624,1713566796
4059,41028,1580107,1712902428
4060,41338,1290052,1713540588
4062,32799,732122,1713414968
4066,24360,309156,1713562137
4074,6535,86701,1712862460
4075,35591,356912,1713460318
4080,1743,886307,1713239164
4085,15511,588810,1713460451
4097,12390,408036,1713475744
4099,28563,453643,1713473170
4100,5986,255572,1713557291
4101,45347,807059,1713565751
4114,16934,521232,1712657207
4122,2958,65233,1713416561
4123,14394,163364,1713499656
4124,1936,323813,1712870264
4126,63417,1749981,1713556805
4128,137377,704973,1713563603
4134,13351,733392,1712672170
4156,15701,421654,1713458912
4162,1557,130589,1713390584
4167,67650,303888,1713486991
4187,11534,294215,1713565294
4191,7520,94493,1713290063
4207,16880,161823,1713568759
4211,21291,865198,1713480608
4215,1811,14767,1713474363
4219,1172,11782,1713539220
4222,36346,264805,1713453987
4224,21063,131346,1713461184
4237,1872,51638,1713214042
4255,17332,174365,1713459585
4256,11798,275098,1713398514
4257,42418,478786,1713566053
4262,17687,446135,1713462713
4275,27815,1004243,1713536778
4281,3378,20931,1712857552
4292,27675,867810,1713556928
4293,2550,136078,1713565580
4296,22976,212998,1713462994
4297,8423,30550,1713571285
4298,15207,291616,1713551904
4307,10390,96331,1713474608
4310,14961,406157,1713565482
4328,7941,271987,1713465251
4334,63990,2342551,1713565813
4335,22077,700258,1713500685
4346,2449,159783,1712642363
4371,11872,300550,1713459451
4374,21094,186707,1713557052
4376,4339,125636,1712866457
4377,4692,385057,1713459652
4389,8572,178208,1713460185
4394,14605,102165,1713463203
4399,21878,142721,1713556339
4402,22027,967197,1713454489
4411,20468,479762,1713416893
4413,4791,734936,1712633982
4416,17430,219057,1713534129
4417,13290,130856,1713462847
4419,4224,39882,1713498625
4422,13175,308062,1713237628
4433,3475,636636,1713556866
4440,14393,488847,1713568759
4446,4345,170628,1713393287
4451,20423,633687,1713561875
4453,22662,137633,1713567619
4458,18781,287168,1713453186
4494,6768,92381,1713464740
4501,37172,384602,1713462115
4505,8655,305820,1713563989
4510,6673,314671,1713564446
4512,5865,39909,1713395609
4513,10443,201998,1713566922
4517,7066,144799,1713476637
4520,6864,162602,1712900503
4529,16882,117133,1713556339
4535,1668,56372,1713550781
4536,45671,1169941,1713562469
4541,5211,514357,1713539379
4543,893,64941,1713284653
4548,460,28851,1713563061
4556,26605,770337,1713565445
4562,6174,180539,1712855945
4564,18537,100797,1713471125
4565,12149,181181,1713563989
4589,5726,213340,1713472293
4590,2653,97582,1713540292
4591,34394,358628,1713563336
4592,17847,557394,1713556273
4593,27319,464403,1713562137
4599,37474,677517,1713453772
4600,7988,303501,1713563225
4608,16299,198770,1713565580
4611,1663,34795,1713470209
4617,5518,129028,1713459652
4622,29739,696700,1713476861
4644,11294,315850,1713537375
4647,17798,82280,1713464007
4652,15531,722564,1713452381
4661,14136,476186,1713464958
4667,4516,583854,1713471991
4668,1676,28438,1712897362
4670,29456,529731,1713415995
4674,18238,142425,1713555809
4680,116525,829781,1713551502
4682,1788,145397,1713449001
4688,19398,970834,1713563989
4692,2052,56279,1713415034
4701,6551,73370,1713461452
4711,20847,219570,1713567269
4713,42864,572641,1713571285
4714,6030,89042,1713498108
4721,13428,344422,1713552835
4725,46271,1353806,1713564839
4727,27661,277700,1712864198
4728,11413,310608,1713461317
4729,7438,52117,1713461250
4748,43459,162943,1713476343
4757,4719,304828,1713463343
4764,25491,1823606,1713396645
4768,4873,44495,1713480976
4782,6829,204441,1712672713
4783,9673,739679,1713501622
4787,13118,1521219,1713533774
4789,16770,557278,1713476861
4798,16056,94628,1713568383
4804,33623,887721,1713565645
4813,19522,355216,1713561614
4823,44530,839584,1712863930
4826,4042,53005,1712892097
4827,26269,694862,1713563225
4830,6773,91466,1713566231
4835,3681,83758,1713562339
4841,6152,334824,1713471913
4852,51028,441748,1713556928
4856,24254,456233,1713414603
4857,30341,573970,1713208499
4862,4446,108268,1713462780
4867,6646,2181377,1713471991
4881,42808,4712409,1713463875
4883,817,6091,1713476861
4884,6737,103584,1713476711
4890,8632,40656,1713460651
4896,7537,81926,1713461650
4898,18408,656186,1713566287
4912,194,32297,1713207983
4914,85221,421025,1713557291
4918,18205,307750,1713567488
4920,7292,248150,1713416693
4922,40335,285244,1713465396
4928,26339,378832,1713474843
4931,7604,192619,1713562137
4934,8158,356494,1713480014
4945,3754,414231,1713564054
4949,1037,43366,1713468780
4957,628,6760,1712377717
4960,18959,221576,1713567335
4972,56199,1352196,1713569254
4985,4611,35574,1713462049
4987,740,7364,1713464140
4994,8729,117954,1713500878
5001,9978,1155770,1713462922
5006,12304,29603,1713470835
5007,9603,83581,1713551435
5022,7491,33566,1713461051
5023,11017,124011,1713237798
5025,6342,84876,1713392385
5034,24156,1225113,1713530016
5039,31717,544512,1713519187
5044,18009,2230171,1713517008
5045,26091,202003,1713550651
5047,30730,498091,1713479739
5050,13269,365378,1713563225
5053,4641,364951,1713477734
5057,1297,115193,1713397804
5071,2256,74169,1713475218
5085,8313,361850,1713462847
5089,14838,299038,1713568340
5095,11238,170252,1713459316
5096,5926,97205,1713464140
5097,6208,237454,1713461317
5098,110634,4521012,1713462181
5107,13452,291614,1713566189
5110,8232,246857,1713572072
5112,8970,128872,1713474087
5113,8473,65171,1713458443
5121,44875,372989,1713550029
5128,6015,430645,1712890231
5139,1711,47347,1713210819
5140,18061,1151586,1713453987
5147,10889,188769,1713460252
5153,743,17610,1713461982
5154,7501,372921,1713553565
5160,9359,253648,1713411070
5161,11721,289628,1713564698
5167,1965,61045,1713395803
5170,19827,636359,1713460518
5173,4620,167695,1712658842
5185,8585,235025,1713561810
5186,5492,40558,1713461385
5195,12294,330749,1713465106
5210,3911,244075,1713529413
5211,259776,2169891,1713237393
5218,11594,210437,1713571285
5227,25005,885843,1713498301
5234,7742,266609,1713401008
5235,13663,2478006,1713534601
5240,14657,503079,1713567882
5254,1341,63190,1713238333
5262,46482,909939,1713567784
5264,3285,41469,1713530436
5266,3404,33911,1713459719
5274,16972,429229,1713289412
5275,24969,608958,1713566126
5289,1268,46760,1712382093
5294,12067,112231,1713470458
5300,17571,1832471,1713554423
5311,6535,377845,1713563923
5313,9917,146437,1713568759
5315,39574,201743,1713459451
5318,2778,78116,1713416594
5322,15177,726633,1713405485
5327,12071,136495,1713472218
5328,52523,2494909,1713535847
5329,5720,1012021,1713518002
5343,27837,322878,1713555215
5344,13119,445627,1713554819
5351,3846,59702,1713390129
5353,13524,97305,1713459985
5355,92826,1074422,1713524645
5372,9215,249456,1713395673
5377,5383,132154,1713473884
5379,11629,126348,1713415434
5392,4890,70576,1713539294
5410,22135,331561,1713472671
5441,2531,13143,1713532214
5442,13603,268962,1713565194
5458,5048,284116,1712891839
5461,10333,151469,1713499914
5466,5782,106662,1712857039
5470,6449,270180,1713464007
5471,5260,144052,1712900890
5472,18774,1241825,1713462115
5482,36838,1260852,1713464958
5484,384,7707,1712673400
5489,10005,249155,1713512183
5499,3441,121699,1712656460
5505,2931,56599,1713556743
5507,9093,149969,1713392707
5508,2870,54097,1712888945
5509,9753,228583,1713521954
5512,1108,9584,1713278087
5515,6046,142342,1713415034
5521,14807,488091,1713462313
5533,2600,22419,1713564605
5548,3489,26705,1712892289
5553,29355,678091,1713565194
5573,4293,32509,1713413060
5574,8503,102997,1713481272
5584,935,23989,1713514846
5588,2042,163398,1713513827
5591,5802,719953,1713400578
5597,13305,17972498,1713400795
5599,9072,48684,1713390323
5603,2222,30299,1713561379
5609,3001,162280,1713393996
5612,4979,71095,1713405100
5617,1688,45594,1713481494
5618,11030,330813,1713561552
5619,13403,338564,1713462516
5624,2004,16350,1713568383
5628,9516,274250,1713474528
5630,18123,208800,1713475069
5649,6695,213225,1713563843
5656,44242,730394,1713507320
5666,26868,164215,1713453915
5667,14625,255443,1713286905
5670,14435,235217,1713287162
5674,5762,31856,1713472750
5679,1573,40137,1713473170
5685,1286,10546,1712861059
5697,9383,300983,1713471277
5703,2805,41760,1713471676
5705,10365,168621,1712654292
5708,17175,1104982,1713455134
5714,5664,133653,1713571466
5724,8786,267198,1713497784
5732,7272,148372,1713563923
5734,4632,59367,1713237697
5742,10417,202827,1713459851
5749,48691,247585,1713565194
5750,449,222069,1713561940
5751,5442,165968,1713237901
5755,9637,148575,1713555083
5756,9190,63605,1713468780
5764,956,29471,1713478965
5770,6340,137875,1713565751
5772,15660,615195,1713458509
5775,5371,168609,1713454919
5790,24219,2568333,1713567045
5805,14713,493271,1713401860
5808,749,26009,1713238899
5812,7324,521916,1713565989
5815,5282,57340,1713472218
5816,7328,304008,1713475670
5826,10648,500000,1713468223
5829,7478,239944,1713477734
5830,18886,37509,1712887048
5831,33530,507637,1713565751
5833,2754,48389,1713212170
5837,2092,264745,1712865894
5840,35238,1040668,1713568151
5843,2843,51029,1713463809
5848,8235,118654,1712351533
5856,1888,32678,1713474363
5859,2364,89849,1712900698
5860,5145,170366,1713509759
5870,13311,360893,1713461250
5878,298,22493,1713209210
5884,3353,54612,1712349376
5887,1425,987793,1713533774
5902,2798,22849,1713562137
5908,3317,66286,1713472218
5913,15087,255911,1713553960
5920,1738,33536,1712892933
5924,311,5906,1712862020
5926,10026,200226,1713562004
5927,13509,308588,1713563225
5943,145,11695,1713566126
5949,16310,285149,1713480090
5955,8559,28033,1713400081
5968,2987,42309,1713471748
5971,2386,124573,1713457923
5977,6316,81877,1713564605
5978,27063,278718,1713458117
5992,17774,179349,1713568151
5996,9679,96019,1713477510
5998,21243,244185,1713464140
6027,3303,56816,1713481878
6034,15014,157270,1713474363
6044,1833,397003,1713532426
6052,4367,93349,1712647017
6059,1857,97237,1713286455
6060,3963,103827,1713555413
6061,917,59644,1712673091
6078,4251,34663,1713566922
6083,3094,39596,1713563336
6088,5099,325822,1713556339
6096,14718,450802,1713520890
6104,23248,185071,1713474187
6134,450,5332,1712865490
6137,19446,423395,1713501500
6142,2260,29136,1713564188
6146,12196,32478,1713562927
6154,6941,78863,1713473687
6159,997,28148,1712642215
6176,43040,291364,1713550029
6184,3639,21712,1713459047
6191,31216,323375,1713475141
6192,4948,73719,1713479281
6194,8468,51786,1713461118
6205,1952,29792,1713415266
6213,3863,72803,1713462449
6215,4630,46364,1713480535
6225,330,11521,1713277763
6227,8347,237096,1713541112
6233,8068,63013,1713465106
6234,4303,34714,1713464740
6250,25088,158679,1713459047
6253,249,6955,1713469308
6265,12107,136011,1713454417
6278,4065,21961,1713239562
6281,11071,228891,1713409146
6282,5682,329889,1713571879
6288,941,19733,1713494160
6291,4829,83904,1713237934
6294,2993,25803,1713463273
6303,2617,45898,1712897687
6336,3797,71020,1713415533
6339,50585,728030,1713463744
6346,3691,189555,1713556405
6350,11865,288719,1713462049
6357,4700,325984,1713519493
6360,24919,201665,1713553432
6367,10007,358825,1713572859
6369,14099,1756608,1713457666
6378,1855,53438,1713566590
6387,6911,267169,1712673571
6390,4652,194016,1713476047
6408,8819,847278,1713538677
6411,1875,16209,1713501500
6414,4538,52826,1713462582
6419,26499,480635,1712349302
6427,1886,53191,1713398192
6440,17563,447187,1713477660
6449,9723,430557,1713480240
6460,13984,946011,1713565645
6476,2244,28158,1713462115
6477,6979,154040,1713239860
6481,16613,380719,1713475293
6484,2702,13382,1713554555
6487,35303,271786,1713567488
6492,25615,292021,1713564698
6497,8852,75568,1713463203
6504,16289,97661,1713460717
6509,3281,17132,1712895438
6515,22504,62209,1713463343
6531,1319,57136,1713476272
6536,7625,279560,1713479678
6537,229,16238,1713415332
6547,36238,417903,1713564054
6549,11780,306983,1713537128
6560,7015,219597,1713465396
6565,3683,29428,1713566455
6570,10083,91740,1713206978
6579,2079,118752,1713237934
6585,20179,1961349,1713500171
6591,3789,127678,1712375342
6592,9307,108944,1713564748
6593,20316,661949,1713565989
6608,2556,416468,1713553432
6609,1964,27473,1713562533
6624,2784,315136,1713463136
6627,3359,65825,1713552568
6631,4639,340180,1713540995
6636,858,9797,1713393287
6671,2988,117847,1713389677
6677,43511,1401489,1713398656
6683,3239,44683,1713565445
6684,6645,647094,1713568109
6689,1693,52005,1713553034
6700,4151,41633,1713413768
6702,10850,208668,1713461317
6707,5331,144857,1713566526
6725,822,53570,1713453114
6734,13462,294909,1712644577
6738,5471,34188,1713452970
6756,548,5079,1712673817
6758,10433,29065,1713566053
6761,2762,79332,1713472522
6766,4379,67966,1713566590
6776,5411,159187,1713412418
6788,2369,12305,1713554092
6804,3716,56460,1713461184
6806,7103,127243,1713460518
6814,40140,2048576,1713457923
6821,15433,181327,1713564188
6825,2111,168893,1712862708
6827,3828,65239,1713460783
